order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,total_amount,status,region
ORD-04935,C199,P044,2024-03-12 01:12:48.977100,17,965.0,0,16405.0,completed,Europe
ORD-01871,C215,P039,2024-03-12 23:20:39.977100,16,892.31,0,14276.96,pending,LATAM
ORD-00516,C065,P004,2024-03-13 13:41:18.977100,5,55.69,15,236.68,completed,Europe
ORD-04486,C371,P003,2024-03-14 02:57:52.977100,10,381.73,0,3817.3,pending,North America
ORD-00590,C094,P026,2024-03-14 06:51:36.977100,12,319.88,0,3838.56,completed,North America
ORD-02717,C425,P036,2024-03-14 13:31:07.977100,18,356.45,0,6416.1,completed,Europe
ORD-03103,C041,P027,2024-03-15 00:38:38.977100,2,257.62,0,515.24,completed,North America
ORD-00493,C467,P026,2024-03-15 03:05:10.977100,8,327.35,5,2487.86,completed,Europe
ORD-03249,C287,P041,2024-03-16 00:24:35.977100,12,776.43,0,9317.16,completed,North America
ORD-04605,C198,P011,2024-03-16 08:20:26.977100,8,428.14,5,3253.86,completed,APAC
ORD-01194,C002,P006,2024-03-16 12:09:03.977100,5,299.51,20,1198.04,completed,North America
ORD-03581,C052,P049,2024-03-17 13:14:58.977100,13,693.54,0,9016.02,completed,APAC
ORD-01058,C299,P022,2024-03-17 23:24:57.977100,20,296.79,0,5935.8,completed,APAC
ORD-04071,C294,P043,2024-03-19 13:18:03.977100,1,554.82,0,554.82,completed,North America
ORD-02025,C101,P010,2024-03-19 13:32:46.977100,13,783.44,0,10184.72,completed,LATAM
ORD-01294,C172,P002,2024-03-20 03:50:58.977100,1,129.15,5,122.69,pending,North America
ORD-01134,C005,P001,2024-03-21 00:09:56.977100,9,702.09,5,6002.87,completed,APAC
ORD-01439,C164,P002,2024-03-21 03:40:57.977100,2,120.07,0,240.14,completed,North America
ORD-04181,C048,P010,2024-03-21 07:43:31.977100,16,777.62,0,12441.92,pending,Europe
ORD-02135,C172,P013,2024-03-21 23:40:17.977100,17,507.62,0,8629.54,refunded,Europe
ORD-00460,C132,P013,2024-03-22 01:14:56.977100,5,552.78,5,2625.7,completed,Europe
ORD-00244,C129,P044,2024-03-22 02:10:12.977100,8,994.04,10,7157.09,completed,North America
ORD-02674,C234,P007,2024-03-22 06:02:57.977100,2,381.0,15,647.7,pending,North America
ORD-03755,C187,P008,2024-03-22 07:59:53.977100,13,283.72,0,3688.36,completed,North America
ORD-02899,C157,P046,2024-03-22 12:36:53.977100,15,1024.72,0,15370.8,completed,Europe
ORD-03360,C124,P036,2024-03-22 13:43:48.977100,11,352.04,10,3485.2,cancelled,North America
ORD-03669,C365,P008,2024-03-22 14:39:40.977100,7,278.86,0,1952.02,pending,North America
ORD-01545,C280,P028,2024-03-22 23:02:42.977100,18,453.49,0,8162.82,completed,Europe
ORD-00145,C381,P006,2024-03-23 05:18:37.977100,2,286.12,0,572.24,cancelled,Europe
ORD-03380,C432,P029,2024-03-23 06:22:20.977100,5,849.47,0,4247.35,completed,North America
ORD-04209,C249,P038,2024-03-23 14:33:12.977100,20,655.2,0,13104.0,completed,LATAM
ORD-00619,C308,P050,2024-03-23 23:45:21.977100,5,417.84,15,1775.82,completed,LATAM
ORD-01106,C104,P050,2024-03-24 00:19:10.977100,10,452.41,10,4071.69,pending,North America
ORD-04045,C308,P029,2024-03-24 01:58:34.977100,13,812.18,0,10558.34,completed,Europe
ORD-03459,C035,P032,2024-03-24 13:51:59.977100,18,849.88,15,13003.16,pending,North America
ORD-03304,C035,P028,2024-03-24 15:11:09.977100,20,450.06,0,9001.2,completed,North America
ORD-03597,C316,P042,2024-03-25 01:28:10.977100,15,892.41,10,12047.53,completed,North America
ORD-02916,C416,P049,2024-03-25 13:37:59.977100,1,707.53,0,707.53,completed,Europe
ORD-00507,C143,P014,2024-03-26 08:37:30.977100,3,761.31,5,2169.73,completed,North America
ORD-04623,C095,P005,2024-03-27 01:44:19.977100,10,138.93,10,1250.37,completed,North America
ORD-02947,C114,P030,2024-03-27 03:24:57.977100,13,553.11,5,6830.91,completed,LATAM
ORD-02307,C011,P001,2024-03-27 04:33:08.977100,16,751.0,5,11415.2,cancelled,APAC
ORD-00264,C304,P001,2024-03-27 13:42:06.977100,3,706.96,10,1908.79,cancelled,Europe
ORD-00211,C483,P035,2024-03-27 14:43:19.977100,11,496.56,0,5462.16,pending,North America
ORD-01934,C219,P015,2024-03-28 00:14:55.977100,3,152.04,0,456.12,completed,Europe
ORD-01253,C212,P009,2024-03-28 00:43:42.977100,2,686.61,0,1373.22,completed,APAC
ORD-02014,C199,P036,2024-03-28 10:08:58.977100,1,378.73,0,378.73,completed,North America
ORD-02441,C093,P011,2024-03-29 00:54:51.977100,8,444.84,0,3558.72,completed,North America
ORD-00058,C300,P042,2024-03-29 02:11:06.977100,3,874.89,10,2362.2,completed,APAC
ORD-01792,C193,P029,2024-03-29 06:56:53.977100,16,853.94,15,11613.58,completed,North America
ORD-03514,C404,P023,2024-03-29 15:00:48.977100,13,289.0,0,3757.0,completed,North America
ORD-03688,C187,P037,2024-03-30 11:19:54.977100,15,396.3,0,5944.5,completed,North America
ORD-02626,C447,P027,2024-03-30 11:44:53.977100,3,241.92,5,689.47,completed,North America
ORD-04192,C218,P023,2024-03-31 12:23:43.977100,7,291.35,20,1631.56,cancelled,North America
ORD-03928,C131,P031,2024-03-31 14:25:21.977100,16,779.01,0,12464.16,cancelled,Europe
ORD-01649,C346,P046,2024-04-01 06:19:34.977100,17,996.55,10,15247.21,pending,North America
ORD-01054,C139,P031,2024-04-01 10:50:03.977100,2,777.65,5,1477.53,completed,North America
ORD-00168,C249,P033,2024-04-01 10:51:30.977100,4,82.8,15,281.52,cancelled,Europe
ORD-03212,C094,P019,2024-04-01 14:35:15.977100,5,653.28,0,3266.4,completed,North America
ORD-03321,C335,P022,2024-04-01 23:34:01.977100,18,298.13,0,5366.34,completed,Europe
ORD-00349,C344,P020,2024-04-02 00:57:44.977100,14,180.12,15,2143.43,completed,North America
ORD-01720,C324,P011,2024-04-02 02:10:36.977100,2,432.33,0,864.66,pending,Europe
ORD-04001,C422,P029,2024-04-02 06:38:45.977100,15,834.14,10,11260.89,refunded,Europe
ORD-04294,C445,P021,2024-04-02 06:53:56.977100,13,127.28,0,1654.64,pending,Europe
ORD-02914,C425,P047,2024-04-02 12:01:04.977100,18,986.37,20,14203.73,completed,LATAM
ORD-04487,C066,P003,2024-04-02 15:04:52.977100,14,389.1,5,5175.03,completed,LATAM
ORD-04907,C425,P038,2024-04-04 01:56:46.977100,4,665.26,0,2661.04,pending,Europe
ORD-03132,C049,P046,2024-04-04 03:07:07.977100,20,957.08,5,18184.52,refunded,APAC
ORD-01692,C277,P004,2024-04-04 04:22:06.977100,7,52.23,10,329.05,completed,Europe
ORD-00761,C378,P013,2024-04-04 23:38:55.977100,13,533.12,5,6584.03,completed,Europe
ORD-00129,C078,P009,2024-04-05 01:55:23.977100,1,720.75,0,720.75,completed,North America
ORD-03672,C493,P011,2024-04-05 03:17:10.977100,10,454.05,15,3859.42,completed,Europe
ORD-02216,C368,P025,2024-04-05 09:04:12.977100,11,890.54,0,9795.94,completed,APAC
ORD-03343,C191,P035,2024-04-05 09:53:38.977100,17,495.21,0,8418.57,completed,North America
ORD-00299,C163,P006,2024-04-06 13:20:48.977100,13,300.7,0,3909.1,completed,Europe
ORD-01188,C303,P033,2024-04-06 13:54:27.977100,13,77.45,0,1006.85,completed,APAC
ORD-01631,C379,P045,2024-04-07 05:59:26.977100,7,603.43,0,4224.01,completed,North America
ORD-00363,C317,P030,2024-04-07 06:35:11.977100,6,513.81,0,3082.86,completed,North America
ORD-00416,C057,P050,2024-04-07 06:52:59.977100,14,427.45,20,4787.44,pending,APAC
ORD-03036,C311,P032,2024-04-07 07:48:33.977100,7,910.12,0,6370.84,completed,APAC
ORD-04931,C183,P003,2024-04-07 11:04:33.977100,19,396.57,5,7158.09,completed,LATAM
ORD-04169,C203,P023,2024-04-09 06:44:30.977100,15,286.15,0,4292.25,completed,APAC
ORD-02927,C107,P014,2024-04-09 10:30:59.977100,14,756.77,5,10065.04,completed,Europe
ORD-00295,C379,P030,2024-04-09 14:26:15.977100,5,552.47,0,2762.35,completed,Europe
ORD-01880,C042,P049,2024-04-10 01:05:35.977100,7,657.14,10,4139.98,completed,North America
ORD-04779,C385,P004,2024-04-10 02:37:01.977100,1,53.93,0,53.93,completed,APAC
ORD-04987,C403,P024,2024-04-10 05:07:29.977100,16,934.85,5,14209.72,cancelled,North America
ORD-02162,C200,P015,2024-04-10 05:50:27.977100,2,153.92,0,307.84,completed,North America
ORD-01902,C082,P050,2024-04-10 11:44:34.977100,1,424.17,5,402.96,completed,APAC
ORD-00943,C162,P035,2024-04-11 00:26:14.977100,3,496.47,0,1489.41,cancelled,Europe
ORD-00378,C079,P038,2024-04-11 02:02:29.977100,4,686.19,10,2470.28,completed,Europe
ORD-04438,C166,P001,2024-04-11 13:28:26.977100,13,718.18,0,9336.34,completed,APAC
ORD-03632,C449,P047,2024-04-11 14:55:12.977100,18,972.27,10,15750.77,completed,Europe
ORD-04354,C141,P041,2024-04-11 23:59:11.977100,9,812.7,15,6217.15,pending,North America
ORD-03452,C416,P029,2024-04-12 11:52:53.977100,20,863.5,0,17270.0,completed,APAC
ORD-03091,C410,P024,2024-04-12 12:16:05.977100,12,879.19,5,10022.77,pending,North America
ORD-01471,C498,P046,2024-04-13 00:48:23.977100,3,1036.5,0,3109.5,cancelled,APAC
ORD-01533,C260,P007,2024-04-13 02:33:20.977100,4,418.03,0,1672.12,cancelled,North America
ORD-03762,C500,P032,2024-04-13 14:19:42.977100,11,879.21,15,8220.61,completed,APAC
ORD-00526,C309,P030,2024-04-14 02:53:44.977100,5,553.34,0,2766.7,completed,Europe
ORD-03500,C254,P030,2024-04-14 08:19:10.977100,2,528.93,10,952.07,completed,APAC
ORD-02044,C018,P036,2024-04-14 12:37:19.977100,8,358.87,0,2870.96,completed,North America
ORD-04864,C283,P017,2024-04-14 12:43:39.977100,15,908.68,5,12948.69,completed,APAC
ORD-02890,C071,P006,2024-04-15 05:38:00.977100,14,275.35,5,3662.16,completed,APAC
ORD-03030,C363,P030,2024-04-15 11:24:21.977100,3,532.84,0,1598.52,completed,Europe
ORD-00746,C119,P043,2024-04-16 03:51:12.977100,16,513.94,0,8223.04,refunded,APAC
ORD-01322,C201,P015,2024-04-16 04:07:54.977100,17,144.79,0,2461.43,cancelled,North America
ORD-02116,C232,P012,2024-04-16 11:22:58.977100,7,473.1,0,3311.7,completed,Europe
ORD-01496,C097,P008,2024-04-16 14:22:30.977100,3,271.54,10,733.16,completed,APAC
ORD-01593,C041,P023,2024-04-17 02:08:39.977100,5,309.61,15,1315.84,completed,Europe
ORD-04101,C245,P035,2024-04-17 04:42:47.977100,5,500.81,20,2003.24,completed,North America
ORD-03966,C369,P005,2024-04-17 05:00:19.977100,1,144.33,15,122.68,completed,North America
ORD-00757,C281,P013,2024-04-17 09:03:22.977100,2,522.51,0,1045.02,pending,North America
ORD-03201,C332,P003,2024-04-17 12:57:02.977100,20,366.77,15,6235.09,completed,North America
ORD-01785,C125,P039,2024-04-18 09:06:36.977100,2,852.43,0,1704.86,completed,LATAM
ORD-04882,C194,P029,2024-04-18 11:03:31.977100,14,850.6,0,11908.4,completed,North America
ORD-01985,C134,P039,2024-04-18 14:04:33.977100,4,907.11,5,3447.02,completed,Europe
ORD-03001,C326,P017,2024-04-18 14:09:20.977100,7,934.59,5,6215.02,completed,APAC
ORD-04172,C160,P042,2024-04-18 23:31:42.977100,3,889.19,10,2400.81,completed,APAC
ORD-02435,C036,P017,2024-04-18 23:32:08.977100,19,913.66,10,15623.59,completed,North America
ORD-01203,C442,P032,2024-04-19 07:01:17.977100,13,875.71,10,10245.81,completed,North America
ORD-00785,C115,P042,2024-04-20 03:01:54.977100,3,819.94,20,1967.86,completed,LATAM
ORD-02099,C379,P034,2024-04-20 03:18:11.977100,20,479.24,5,9105.56,completed,North America
ORD-02388,C485,P030,2024-04-20 04:21:12.977100,7,528.92,0,3702.44,pending,North America
ORD-02333,C361,P038,2024-04-20 09:23:45.977100,5,660.57,15,2807.42,pending,Europe
ORD-03670,C329,P004,2024-04-21 02:21:52.977100,8,54.07,0,432.56,completed,APAC
ORD-03149,C057,P030,2024-04-21 02:43:56.977100,9,503.88,0,4534.92,pending,North America
ORD-01964,C388,P016,2024-04-21 03:30:07.977100,15,646.37,0,9695.55,pending,LATAM
ORD-04669,C399,P003,2024-04-21 12:07:05.977100,7,373.54,0,2614.78,pending,North America
ORD-03561,C007,P012,2024-04-21 15:16:54.977100,1,479.08,0,479.08,completed,Europe
ORD-04425,C437,P003,2024-04-21 15:24:10.977100,1,397.56,10,357.8,completed,North America
ORD-04165,C366,P031,2024-04-21 15:31:53.977100,6,769.72,5,4387.4,refunded,APAC
ORD-04551,C363,P032,2024-04-22 07:33:22.977100,12,911.05,5,10385.97,completed,Europe
ORD-00250,C077,P017,2024-04-23 01:13:52.977100,1,942.16,15,800.84,completed,North America
ORD-03660,C390,P023,2024-04-23 03:58:48.977100,3,284.15,0,852.45,refunded,APAC
ORD-03223,C338,P023,2024-04-23 09:16:10.977100,19,291.02,0,5529.38,completed,North America
ORD-02251,C179,P004,2024-04-24 07:17:10.977100,9,53.75,0,483.75,completed,APAC
ORD-03774,C472,P014,2024-04-24 15:00:39.977100,18,728.79,0,13118.22,completed,LATAM
ORD-00332,C069,P050,2024-04-25 04:12:48.977100,6,427.41,0,2564.46,completed,North America
ORD-00769,C429,P042,2024-04-25 06:21:34.977100,4,878.65,0,3514.6,completed,North America
ORD-01163,C357,P049,2024-04-25 11:00:09.977100,6,671.58,0,4029.48,completed,North America
ORD-04054,C043,P039,2024-04-25 11:41:24.977100,19,893.28,15,14426.47,completed,Europe
ORD-03592,C200,P048,2024-04-25 12:24:08.977100,2,267.28,0,534.56,cancelled,North America
ORD-04117,C182,P021,2024-04-25 12:42:03.977100,11,124.85,5,1304.68,completed,APAC
ORD-01623,C119,P005,2024-04-25 15:07:19.977100,16,137.27,15,1866.87,completed,Europe
ORD-03042,C157,P012,2024-04-26 10:44:08.977100,15,504.83,0,7572.45,completed,North America
ORD-02769,C089,P047,2024-04-26 12:39:04.977100,11,912.33,5,9533.85,completed,North America
ORD-03824,C215,P012,2024-04-26 14:18:28.977100,14,510.03,5,6783.4,cancelled,North America
ORD-02630,C435,P019,2024-04-26 23:43:04.977100,14,651.19,10,8204.99,completed,North America
ORD-02285,C267,P039,2024-04-27 00:10:58.977100,3,876.38,5,2497.68,completed,North America
ORD-03341,C279,P006,2024-04-27 04:29:01.977100,2,280.06,0,560.12,completed,LATAM
ORD-02884,C398,P020,2024-04-27 06:59:38.977100,4,165.14,0,660.56,completed,APAC
ORD-02491,C075,P042,2024-04-27 09:13:36.977100,6,867.95,15,4426.55,completed,North America
ORD-01346,C278,P039,2024-04-27 09:28:08.977100,8,885.34,5,6728.58,completed,APAC
ORD-04327,C252,P019,2024-04-27 10:38:57.977100,8,612.05,0,4896.4,completed,North America
ORD-00251,C264,P045,2024-04-27 10:54:15.977100,13,610.21,5,7536.09,pending,APAC
ORD-00093,C306,P040,2024-04-27 11:36:31.977100,10,668.22,10,6013.98,completed,APAC
ORD-00231,C375,P008,2024-04-27 14:22:29.977100,3,287.78,0,863.34,completed,APAC
ORD-01973,C300,P039,2024-04-28 11:28:35.977100,17,892.61,0,15174.37,completed,North America
ORD-02335,C190,P006,2024-04-28 15:00:00.977100,5,291.56,0,1457.8,completed,North America
ORD-01196,C460,P001,2024-04-29 00:39:45.977100,7,753.85,10,4749.26,completed,LATAM
ORD-01009,C093,P020,2024-04-29 02:29:05.977100,4,181.3,0,725.2,completed,North America
ORD-00951,C081,P043,2024-04-29 05:32:53.977100,20,523.94,0,10478.8,completed,North America
ORD-00020,C389,P044,2024-04-30 08:00:57.977100,4,980.72,0,3922.88,cancelled,North America
ORD-00139,C279,P035,2024-04-30 13:12:24.977100,7,514.04,5,3418.37,completed,APAC
ORD-03917,C342,P048,2024-04-30 14:15:27.977100,17,252.01,0,4284.17,cancelled,APAC
ORD-04509,C054,P022,2024-05-01 05:29:37.977100,7,290.26,10,1828.64,completed,Europe
ORD-02760,C478,P005,2024-05-02 02:07:22.977100,10,137.69,0,1376.9,pending,Europe
ORD-03815,C164,P035,2024-05-02 05:12:49.977100,7,490.08,0,3430.56,pending,Europe
ORD-04530,C282,P041,2024-05-02 08:23:24.977100,8,797.68,15,5424.22,completed,Europe
ORD-04797,C026,P013,2024-05-02 15:23:10.977100,6,540.6,0,3243.6,pending,LATAM
ORD-00760,C401,P015,2024-05-03 00:08:38.977100,14,154.68,0,2165.52,pending,LATAM
ORD-04573,C372,P031,2024-05-03 02:21:57.977100,14,747.88,5,9946.8,completed,Europe
ORD-04870,C458,P003,2024-05-03 02:31:53.977100,3,365.62,10,987.17,completed,North America
ORD-01970,C359,P049,2024-05-03 09:51:50.977100,17,685.14,10,10482.64,completed,Europe
ORD-04335,C314,P014,2024-05-03 22:55:26.977100,7,741.04,0,5187.28,pending,North America
ORD-02984,C397,P032,2024-05-04 01:21:45.977100,9,914.7,0,8232.3,completed,North America
ORD-02006,C430,P046,2024-05-04 03:39:49.977100,20,950.88,0,19017.6,pending,Europe
ORD-04522,C156,P036,2024-05-04 06:11:24.977100,3,361.76,10,976.75,completed,North America
ORD-03155,C379,P041,2024-05-04 10:22:51.977100,12,794.38,10,8579.3,completed,North America
ORD-03307,C202,P016,2024-05-04 12:49:03.977100,20,631.43,0,12628.6,completed,North America
ORD-03136,C092,P009,2024-05-05 05:42:45.977100,8,701.58,10,5051.38,completed,Europe
ORD-04436,C431,P032,2024-05-05 10:22:29.977100,7,897.5,10,5654.25,completed,Europe
ORD-02748,C395,P011,2024-05-05 11:15:03.977100,5,446.69,0,2233.45,cancelled,North America
ORD-01722,C206,P022,2024-05-05 13:54:48.977100,18,299.21,15,4577.91,pending,North America
ORD-01416,C467,P033,2024-05-06 00:26:13.977100,7,76.05,0,532.35,pending,Europe
ORD-00622,C219,P027,2024-05-06 07:43:38.977100,8,242.12,0,1936.96,completed,North America
ORD-02514,C211,P017,2024-05-06 15:27:04.977100,4,928.48,10,3342.53,completed,North America
ORD-00387,C182,P027,2024-05-07 02:09:33.977100,19,240.93,10,4119.9,completed,North America
ORD-01927,C282,P005,2024-05-07 07:33:33.977100,11,141.65,0,1558.15,completed,LATAM
ORD-02959,C114,P039,2024-05-07 10:54:31.977100,6,907.97,0,5447.82,completed,APAC
ORD-00025,C296,P001,2024-05-08 07:18:26.977100,17,745.31,10,11403.24,pending,North America
ORD-01366,C395,P045,2024-05-08 07:31:15.977100,4,643.38,0,2573.52,pending,North America
ORD-04331,C139,P030,2024-05-09 02:18:12.977100,12,506.54,10,5470.63,completed,APAC
ORD-00292,C147,P011,2024-05-10 09:55:35.977100,6,441.23,10,2382.64,completed,North America
ORD-03761,C445,P038,2024-05-10 14:06:20.977100,17,667.24,10,10208.77,completed,North America
ORD-04008,C168,P008,2024-05-11 00:35:00.977100,18,296.77,15,4540.58,cancelled,North America
ORD-02509,C315,P017,2024-05-11 01:58:47.977100,8,913.29,10,6575.69,refunded,North America
ORD-02619,C046,P021,2024-05-11 06:29:14.977100,1,122.78,0,122.78,completed,North America
ORD-02466,C137,P002,2024-05-12 04:47:15.977100,15,117.45,15,1497.49,completed,Europe
ORD-00817,C368,P013,2024-05-12 05:00:40.977100,18,557.08,0,10027.44,completed,APAC
ORD-02744,C347,P044,2024-05-12 05:50:39.977100,18,998.02,15,15269.71,completed,APAC
ORD-01276,C371,P025,2024-05-12 07:33:21.977100,11,908.92,0,9998.12,completed,Europe
ORD-00878,C352,P032,2024-05-12 07:39:13.977100,2,875.43,15,1488.23,completed,Europe
ORD-03837,C471,P006,2024-05-12 08:02:07.977100,7,298.14,20,1669.58,completed,North America
ORD-02350,C159,P016,2024-05-12 08:43:21.977100,2,624.41,0,1248.82,completed,North America
ORD-02574,C273,P017,2024-05-12 11:32:22.977100,18,919.59,0,16552.62,completed,LATAM
ORD-01919,C091,P016,2024-05-13 01:13:20.977100,7,630.15,5,4190.5,completed,North America
ORD-03128,C257,P013,2024-05-13 01:17:22.977100,6,553.21,10,2987.33,cancelled,Europe
ORD-00725,C394,P019,2024-05-13 03:00:02.977100,17,652.46,5,10537.23,completed,LATAM
ORD-03873,C219,P039,2024-05-13 05:25:02.977100,6,877.85,0,5267.1,cancelled,North America
ORD-00710,C123,P008,2024-05-13 05:44:20.977100,2,272.73,5,518.19,completed,North America
ORD-03162,C452,P030,2024-05-13 07:19:43.977100,13,510.42,5,6303.69,refunded,North America
ORD-03100,C319,P022,2024-05-13 08:55:29.977100,10,287.79,0,2877.9,refunded,APAC
ORD-02602,C358,P037,2024-05-13 23:23:09.977100,20,396.34,0,7926.8,completed,North America
ORD-01651,C135,P032,2024-05-14 01:18:48.977100,10,873.48,0,8734.8,completed,North America
ORD-04399,C273,P045,2024-05-14 10:28:36.977100,6,619.81,10,3346.97,completed,North America
ORD-04877,C496,P022,2024-05-14 12:59:45.977100,6,271.95,0,1631.7,completed,APAC
ORD-03388,C194,P020,2024-05-14 13:09:15.977100,14,170.33,20,1907.7,completed,Europe
ORD-01936,C132,P049,2024-05-15 10:42:40.977100,12,686.96,15,7006.99,cancelled,APAC
ORD-02677,C151,P002,2024-05-15 23:54:45.977100,3,118.97,0,356.91,completed,LATAM
ORD-03674,C354,P036,2024-05-16 07:16:38.977100,9,374.22,5,3199.58,pending,Europe
ORD-00595,C249,P048,2024-05-16 09:04:44.977100,16,250.14,0,4002.24,completed,Europe
ORD-00458,C404,P040,2024-05-16 11:02:12.977100,8,674.52,15,4586.74,completed,North America
ORD-00268,C082,P044,2024-05-17 02:27:15.977100,16,1033.8,0,16540.8,completed,North America
ORD-02386,C339,P050,2024-05-17 05:38:03.977100,20,449.12,0,8982.4,pending,APAC
ORD-01091,C489,P003,2024-05-17 06:07:08.977100,8,369.31,15,2511.31,cancelled,Europe
ORD-00309,C480,P023,2024-05-17 10:03:46.977100,10,283.73,5,2695.43,completed,North America
ORD-01335,C056,P017,2024-05-17 12:50:49.977100,13,947.18,0,12313.34,cancelled,LATAM
ORD-02805,C389,P013,2024-05-17 13:23:50.977100,18,539.31,0,9707.58,completed,North America
ORD-02691,C168,P008,2024-05-18 00:19:11.977100,2,290.26,0,580.52,completed,Europe
ORD-03725,C495,P004,2024-05-18 01:01:22.977100,15,54.65,15,696.79,refunded,APAC
ORD-00374,C240,P012,2024-05-18 02:40:20.977100,9,469.13,0,4222.17,completed,LATAM
ORD-04450,C097,P016,2024-05-18 06:35:05.977100,5,630.53,0,3152.65,cancelled,APAC
ORD-03852,C333,P001,2024-05-18 10:07:53.977100,1,707.88,15,601.7,refunded,North America
ORD-00733,C149,P042,2024-05-18 23:54:59.977100,20,822.39,0,16447.8,completed,Europe
ORD-01955,C276,P045,2024-05-19 03:28:01.977100,3,631.84,0,1895.52,completed,Europe
ORD-00057,C231,P037,2024-05-19 07:12:10.977100,9,417.98,0,3761.82,completed,Europe
ORD-03763,C081,P043,2024-05-20 07:54:29.977100,5,510.74,5,2426.01,cancelled,APAC
ORD-01227,C144,P045,2024-05-20 08:19:14.977100,13,605.76,20,6299.9,completed,Europe
ORD-04056,C446,P018,2024-05-20 14:33:39.977100,5,358.6,5,1703.35,completed,North America
ORD-04867,C444,P024,2024-05-20 14:50:14.977100,13,904.46,0,11757.98,completed,North America
ORD-03427,C278,P020,2024-05-20 22:56:46.977100,3,174.49,15,444.95,refunded,Europe
ORD-03273,C016,P041,2024-05-21 05:19:53.977100,6,797.4,5,4545.18,completed,LATAM
ORD-00931,C069,P024,2024-05-21 08:54:40.977100,10,887.36,0,8873.6,cancelled,North America
ORD-03083,C184,P019,2024-05-21 09:56:39.977100,7,647.61,15,3853.28,completed,APAC
ORD-00300,C007,P046,2024-05-21 10:02:15.977100,12,1023.68,0,12284.16,completed,North America
ORD-01463,C070,P002,2024-05-21 13:37:09.977100,19,124.19,0,2359.61,completed,LATAM
ORD-03708,C130,P021,2024-05-23 03:57:11.977100,19,127.8,0,2428.2,cancelled,APAC
ORD-01569,C300,P029,2024-05-23 06:36:59.977100,12,825.67,0,9908.04,completed,Europe
ORD-01289,C270,P014,2024-05-23 07:52:19.977100,12,742.21,0,8906.52,completed,North America
ORD-00525,C417,P048,2024-05-23 11:36:33.977100,16,256.42,0,4102.72,completed,APAC
ORD-01910,C272,P033,2024-05-23 14:58:46.977100,12,81.29,10,877.93,completed,APAC
ORD-02057,C103,P034,2024-05-24 07:41:30.977100,3,458.64,20,1100.74,completed,North America
